iter	Passed	Remaining
1659	80681	40826
1660	80749	40787
1661	80800	40740
1662	80849	40692
1663	80901	40645
1664	80949	40596
1665	81000	40549
1666	81052	40501
1667	81101	40453
1668	81148	40404
1669	81195	40354
1670	81247	40307
1671	81294	40258
1672	81345	40210
1673	81392	40161
1674	81442	40113
1675	81491	40064
1676	81538	40015
1677	81588	39967
1678	81638	39919
1679	81688	39872
1680	81739	39824
1681	81790	39776
1682	81838	39727
1683	81887	39679
1684	81935	39630
1685	81983	39581
1686	82032	39533
1687	82078	39483
1688	82125	39434
1689	82172	39384
1690	82220	39335
1691	82267	39286
1692	82312	39235
1693	82358	39185
1694	82405	39136
1695	82455	39088
1696	82503	39039
1697	82549	38989
1698	82599	38941
1699	82644	38891
1700	82694	38843
1701	82741	38794
1702	82789	38745
1703	82839	38697
1704	82887	38648
1705	82934	38599
1706	82983	38550
1707	83029	38500
1708	83079	38452
1709	83126	38403
1710	83174	38354
1711	83219	38304
1712	83269	38256
1713	83318	38207
1714	83363	38157
1715	83412	38109
1716	83460	38060
1717	83507	38011
1718	83551	37960
1719	83601	37912
1720	83650	37863
1721	83702	37816
1722	83747	37766
1723	83794	37717
1724	83840	37667
1725	83888	37618
1726	83936	37569
1727	83985	37521
1728	84030	37471
1729	84077	37421
1730	84126	37373
1731	84174	37324
1732	84224	37276
1733	84272	37227
1734	84322	37179
1735	84372	37131
1736	84420	37082
1737	84467	37033
1738	84513	36983
1739	84558	36933
1740	84608	36885
1741	84654	36836
1742	84703	36787
1743	84754	36739
1744	84801	36690
1745	84851	36642
1746	84896	36592
1747	84945	36544
1748	84992	36494
1749	85039	36445
1750	85102	36402
1751	85152	36354
1752	85199	36305
1753	85247	36256
1754	85295	36208
1755	85341	36158
1756	85390	36110
1757	85439	36061
1758	85488	36013
1759	85536	35964
1760	85583	35915
1761	85630	35865
1762	85680	35817
1763	85727	35768
1764	85777	35720
1765	85824	35671
1766	85874	35623
1767	85921	35573
1768	85970	35525
1769	86017	35475
1770	86065	35427
1771	86111	35377
1772	86159	35328
1773	86206	35279
1774	86255	35230
1775	86301	35181
1776	86349	35132
1777	86396	35083
1778	86447	35035
1779	86495	34986
1780	86545	34939
1781	86591	34889
1782	86641	34841
1783	86688	34792
1784	86737	34743
1785	86784	34694
1786	86830	34644
1787	86880	34596
1788	86927	34547
1789	86976	34498
1790	87022	34449
1791	87069	34400
1792	87116	34350
1793	87165	34302
1794	87214	34254
1795	87261	34205
1796	87310	34156
1797	87361	34108
1798	87408	34059
1799	87455	34010
1800	87503	33961
1801	87552	33913
1802	87601	33864
1803	87650	33816
1804	87698	33767
1805	87748	33719
1806	87793	33669
1807	87860	33628
1808	87910	33579
1809	87961	33532
1810	88008	33483
1811	88058	33434
1812	88105	33385
1813	88153	33337
1814	88201	33288
1815	88249	33239
1816	88298	33190
1817	88346	33142
1818	88395	33093
1819	88442	33044
1820	88491	32996
1821	88537	32946
1822	88586	32898
1823	88634	32849
1824	88684	32801
1825	88731	32752
1826	88780	32703
1827	88827	32654
1828	88872	32604
1829	88920	32555
1830	88967	32506
1831	89016	32458
1832	89063	32408
1833	89113	32360
1834	89161	32311
1835	89210	32263
1836	89258	32214
1837	89306	32165
1838	89354	32117
1839	89401	32067
1840	89446	32018
1841	89492	31968
1842	89540	31919
1843	89590	31871
1844	89638	31822
1845	89685	31773
1846	89733	31725
1847	89782	31676
1848	89831	31628
1849	89879	31579
1850	89927	31530
1851	89976	31482
1852	90023	31433
1853	90075	31385
1854	90123	31336
1855	90168	31287
1856	90217	31238
1857	90261	31188
1858	90312	31140
1859	90360	31091
1860	90407	31042
1861	90454	30993
1862	90499	30943
1863	90549	30895
1864	90595	30846
1865	90644	30797
1866	90693	30749
1867	90742	30700
1868	90790	30651
1869	90839	30603
1870	90885	30554
1871	90933	30505
1872	90981	30456
1873	91041	30412
1874	91094	30364
1875	91144	30316
1876	91192	30267
1877	91241	30219
1878	91287	30170
1879	91335	30121
1880	91382	30072
1881	91429	30023
1882	91477	29974
1883	91525	29925
1884	91575	29877
1885	91626	29829
1886	91674	29780
1887	91722	29732
1888	91769	29682
1889	91819	29634
1890	91865	29585
1891	91914	29536
1892	91962	29488
1893	92010	29439
1894	92055	29389
1895	92103	29341
1896	92153	29292
1897	92200	29243
1898	92248	29194
1899	92295	29145
1900	92341	29096
1901	92389	29047
1902	92437	28999
1903	92486	28950
1904	92533	28901
1905	92585	28853
1906	92634	28805
1907	92683	28756
1908	92730	28708
1909	92779	28659
1910	92826	28610
1911	92874	28561
1912	92920	28512
1913	92967	28463
1914	93015	28414
1915	93061	28365
1916	93109	28316
1917	93157	28267
1918	93206	28219
1919	93253	28170
1920	93299	28121
1921	93344	28071
1922	93391	28022
1923	93438	27973
1924	93485	27924
1925	93532	27875
1926	93578	27825
1927	93627	27777
1928	93675	27728
1929	93724	27680
1930	93770	27630
1931	93821	27583
1932	93866	27533
1933	93915	27485
1934	93963	27436
1935	94010	27387
1936	94059	27338
1937	94106	27290
1938	94155	27241
1939	94204	27192
1940	94251	27144
1941	94301	27095
1942	94348	27046
1943	94398	26998
1944	94448	26950
1945	94493	26900
1946	94541	26852
1947	94587	26803
1948	94637	26754
1949	94683	26705
1950	94730	26656
1951	94778	26607
1952	94826	26559
1953	94876	26511
1954	94924	26462
1955	94972	26413
1956	95019	26364
1957	95068	26316
1958	95116	26267
1959	95166	26219
1960	95214	26170
1961	95259	26121
1962	95308	26072
1963	95356	26023
1964	95404	25975
1965	95452	25926
1966	95499	25877
1967	95545	25828
1968	95593	25779
1969	95642	25731
1970	95689	25682
1971	95734	25632
1972	95781	25583
1973	95831	25535
1974	95880	25487
1975	95929	25438
1976	95977	25390
1977	96025	25341
1978	96072	25292
1979	96119	25243
1980	96180	25198
1981	96229	25149
1982	96275	25100
1983	96324	25052
1984	96369	25002
1985	96415	24953
1986	96462	24904
1987	96508	24855
1988	96558	24807
1989	96607	24758
1990	96654	24709
1991	96703	24661
1992	96751	24612
1993	96815	24568
1994	96866	24520
1995	96916	24471
1996	96964	24423
1997	97012	24374
1998	97061	24326
1999	97107	24276
2000	97159	24229
2001	97208	24180
2002	97256	24131
2003	97305	24083
2004	97350	24034
2005	97399	23985
2006	97448	23937
2007	97498	23888
2008	97543	23839
2009	97591	23790
2010	97639	23742
2011	97687	23693
2012	97733	23644
2013	97782	23595
2014	97828	23546
2015	97874	23497
2016	97920	23448
2017	97977	23401
2018	98025	23353
2019	98074	23304
2020	98121	23255
2021	98170	23207
2022	98219	23159
2023	98265	23109
2024	98314	23061
2025	98359	23012
2026	98408	22963
2027	98455	22914
2028	98505	22866
2029	98551	22817
2030	98598	22768
2031	98645	22719
2032	98694	22671
2033	98742	22622
2034	98791	22573
2035	98838	22525
2036	98886	22476
2037	98935	22427
2038	98983	22379
2039	99029	22330
2040	99075	22281
2041	99125	22232
2042	99171	22183
2043	99221	22135
2044	99269	22086
2045	99314	22037
2046	99364	21989
2047	99412	21940
2048	99459	21891
2049	99507	21843
2050	99556	21794
2051	99606	21746
2052	99664	21699
2053	99713	21651
2054	99760	21602
2055	99810	21554
2056	99858	21505
2057	99907	21457
2058	99953	21408
2059	100002	21359
2060	100048	21310
2061	100098	21262
2062	100146	21213
2063	100193	21165
2064	100242	21116
2065	100290	21067
2066	100335	21018
2067	100385	20970
2068	100430	20921
2069	100480	20872
2070	100526	20823
2071	100575	20775
2072	100621	20726
2073	100665	20676
2074	100712	20627
2075	100762	20579
2076	100810	20531
2077	100859	20482
2078	100909	20434
2079	100958	20385
2080	101007	20337
2081	101055	20288
2082	101101	20239
2083	101149	20191
2084	101198	20142
2085	101246	20094
2086	101295	20045
2087	101341	19996
2088	101389	19947
2089	101434	19898
2090	101481	19849
2091	101529	19801
2092	101578	19752
2093	101627	19704
2094	101675	19655
2095	101724	19607
2096	101770	19558
2097	101821	19510
2098	101869	19461
2099	101917	19412
2100	101964	19364
2101	102014	19315
2102	102059	19266
2103	102110	19218
2104	102156	19169
2105	102205	19121
2106	102253	19072
2107	102300	19023
2108	102346	18974
2109	102393	18925
2110	102438	18876
2111	102485	18827
2112	102532	18778
2113	102590	18732
2114	102639	18683
2115	102688	18635
2116	102735	18586
2117	102782	18537
2118	102830	18489
2119	102879	18440
2120	102925	18391
2121	102974	18343
2122	103023	18294
2123	103081	18248
2124	103136	18200
2125	103182	18151
2126	103232	18103
2127	103277	18054
2128	103326	18005
2129	103372	17956
2130	103421	17908
2131	103468	17859
2132	103515	17810
2133	103569	17763
2134	103616	17714
2135	103666	17665
2136	103714	17617
2137	103762	17568
2138	103810	17520
2139	103862	17472
2140	103909	17423
2141	103957	17374
2142	104005	17326
2143	104056	17277
2144	104103	17229
2145	104151	17180
2146	104198	17131
2147	104245	17083
2148	104293	17034
2149	104339	16985
2150	104390	16937
2151	104436	16888
2152	104487	16840
2153	104534	16791
2154	104580	16742
2155	104627	16693
2156	104676	16645
2157	104722	16596
2158	104772	16548
2159	104819	16499
2160	104867	16450
2161	104916	16402
2162	104963	16353
2163	105011	16304
2164	105061	16256
2165	105107	16207
2166	105153	16158
2167	105199	16109
2168	105247	16061
2169	105296	16012
2170	105343	15964
2171	105390	15915
2172	105438	15866
2173	105485	15818
2174	105535	15769
2175	105581	15720
2176	105630	15672
2177	105679	15623
2178	105728	15575
2179	105776	15526
2180	105824	15478
2181	105870	15429
2182	105918	15380
2183	105967	15332
2184	106013	15283
2185	106058	15234
2186	106107	15185
2187	106154	15137
2188	106203	15088
2189	106250	15040
2190	106296	14991
2191	106343	14942
2192	106390	14893
2193	106439	14845
2194	106487	14796
2195	106534	14747
2196	106582	14699
2197	106629	14650
2198	106677	14602
2199	106724	14553
2200	106772	14504
2201	106818	14455
2202	106865	14407
2203	106911	14358
2204	106959	14309
2205	107008	14261
2206	107056	14212
2207	107104	14164
2208	107153	14115
2209	107200	14067
2210	107249	14018
2211	107295	13969
2212	107342	13921
2213	107404	13874
2214	107455	13826
2215	107503	13777
2216	107554	13729
2217	107602	13680
2218	107651	13632
2219	107697	13583
2220	107744	13534
2221	107793	13486
2222	107841	13437
2223	107891	13389
2224	107940	13340
2225	107988	13292
2226	108034	13243
2227	108081	13194
2228	108131	13146
2229	108178	13097
2230	108227	13049
2231	108273	13000
2232	108322	12952
2233	108371	12903
2234	108415	12854
2235	108464	12806
2236	108511	12757
2237	108555	12708
2238	108605	12660
2239	108651	12611
2240	108701	12563
2241	108747	12514
2242	108796	12465
2243	108843	12417
2244	108888	12368
2245	108935	12319
2246	108982	12270
2247	109029	12222
2248	109077	12173
2249	109125	12125
2250	109170	12076
2251	109218	12027
2252	109265	11978
2253	109313	11930
2254	109358	11881
2255	109408	11833
2256	109455	11784
2257	109504	11736
2258	109552	11687
2259	109599	11638
2260	109647	11590
2261	109691	11541
2262	109740	11492
2263	109787	11444
2264	109836	11395
2265	109886	11347
2266	109934	11298
2267	109982	11250
2268	110031	11201
2269	110077	11153
2270	110125	11104
2271	110171	11055
2272	110220	11007
2273	110270	10959
2274	110317	10910
2275	110365	10861
2276	110412	10813
2277	110458	10764
2278	110507	10716
2279	110554	10667
2280	110600	10618
2281	110648	10570
2282	110697	10521
2283	110746	10473
2284	110793	10424
2285	110842	10376
2286	110891	10327
2287	110939	10279
2288	110986	10230
2289	111033	10182
2290	111081	10133
2291	111131	10085
2292	111179	10036
2293	111229	9988
2294	111272	9939
2295	111322	9891
2296	111370	9842
2297	111422	9794
2298	111470	9745
2299	111520	9697
2300	111568	9648
2301	111616	9600
2302	111664	9551
2303	111709	9503
2304	111757	9454
2305	111808	9406
2306	111857	9357
2307	111907	9309
2308	111954	9260
2309	112002	9212
2310	112049	9163
2311	112096	9115
2312	112143	9066
2313	112189	9017
2314	112234	8969
2315	112282	8920
2316	112331	8872
2317	112378	8823
2318	112427	8775
2319	112473	8726
2320	112521	8677
2321	112570	8629
2322	112616	8580
2323	112668	8532
2324	112711	8483
2325	112760	8435
2326	112809	8386
2327	112856	8338
2328	112906	8289
2329	112953	8241
2330	113004	8192
2331	113053	8144
2332	113105	8096
2333	113154	8047
2334	113204	7999
2335	113251	7950
2336	113300	7902
2337	113347	7853
2338	113410	7806
2339	113465	7758
2340	113514	7709
2341	113563	7661
2342	113612	7612
2343	113661	7564
2344	113708	7515
2345	113757	7467
2346	113805	7418
2347	113855	7370
2348	113904	7322
2349	113949	7273
2350	113999	7224
2351	114045	7176
2352	114095	7127
2353	114142	7079
2354	114190	7030
2355	114238	6982
2356	114282	6933
2357	114330	6885
2358	114378	6836
2359	114424	6787
2360	114473	6739
2361	114519	6690
2362	114567	6642
2363	114612	6593
2364	114658	6544
2365	114708	6496
2366	114755	6448
2367	114803	6399
2368	114849	6350
2369	114897	6302
2370	114944	6253
2371	114992	6205
2372	115041	6156
2373	115090	6108
2374	115139	6059
2375	115186	6011
2376	115233	5962
2377	115280	5914
2378	115329	5865
2379	115374	5817
2380	115422	5768
2381	115469	5720
2382	115518	5671
2383	115572	5623
2384	115617	5574
2385	115667	5526
2386	115716	5477
2387	115764	5429
2388	115827	5381
2389	115875	5333
2390	115922	5284
2391	115971	5236
2392	116019	5187
2393	116068	5139
2394	116116	5090
2395	116164	5042
2396	116210	4993
2397	116256	4945
2398	116304	4896
2399	116352	4848
2400	116402	4799
2401	116449	4751
2402	116500	4702
2403	116548	4654
2404	116595	4605
2405	116643	4557
2406	116691	4508
2407	116738	4460
2408	116784	4411
2409	116833	4363
2410	116883	4314
2411	116930	4266
2412	116978	4217
2413	117027	4169
2414	117074	4120
2415	117121	4072
2416	117168	4023
2417	117214	3975
2418	117263	3926
2419	117311	3878
2420	117358	3829
2421	117406	3781
2422	117453	3732
2423	117500	3684
2424	117547	3635
2425	117594	3586
2426	117641	3538
2427	117689	3489
2428	117739	3441
2429	117797	3393
2430	117848	3344
2431	117908	3296
2432	117961	3248
2433	118010	3199
2434	118060	3151
2435	118109	3103
2436	118159	3054
2437	118227	3006
2438	118276	2958
2439	118328	2909
2440	118376	2861
2441	118423	2812
2442	118473	2764
2443	118522	2715
2444	118569	2667
2445	118618	2618
2446	118665	2570
2447	118713	2521
2448	118762	2473
2449	118808	2424
2450	118858	2376
2451	118908	2327
2452	118961	2279
2453	119011	2230
2454	119056	2182
2455	119107	2133
2456	119155	2085
2457	119203	2036
2458	119253	1988
2459	119303	1939
2460	119354	1891
2461	119403	1842
2462	119452	1794
2463	119501	1745
2464	119550	1697
2465	119599	1648
2466	119648	1600
2467	119696	1551
2468	119745	1503
2469	119794	1454
2470	119842	1406
2471	119892	1358
2472	119942	1309
2473	119990	1261
2474	120037	1212
2475	120086	1164
2476	120134	1115
2477	120182	1066
2478	120229	1018
2479	120275	969
2480	120323	921
2481	120371	872
2482	120418	824
2483	120464	775
2484	120512	727
2485	120562	678
2486	120610	630
2487	120659	581
2488	120707	533
2489	120757	484
2490	120806	436
2491	120856	387
2492	120904	339
2493	120951	290
2494	121000	242
2495	121048	193
2496	121094	145
2497	121144	96
2498	121190	48
2499	121238	0
