iter	RMSE
190	227.7521229
191	227.374447
192	227.2668191
193	226.9962725
194	226.665265
195	226.3775536
196	225.9575902
197	225.6488384
198	225.5339991
199	225.2401833
200	225.1316935
201	225.0380254
202	224.7664581
203	224.3990409
204	224.0127568
205	223.753237
206	223.5109539
207	223.2117584
208	222.8844642
209	222.5634812
210	222.3080401
211	222.0713795
212	221.9635616
213	221.7455045
214	221.3985724
215	221.098811
216	220.8786944
217	220.6904811
218	220.5207982
219	220.3869941
220	220.1689965
221	219.916683
222	219.5975524
223	219.4881702
224	219.4034961
225	219.0974319
226	218.9086375
227	218.7324767
228	218.4208541
229	218.0792145
230	217.8030192
231	217.5047746
232	217.2341994
233	217.0661634
234	216.7672945
235	216.6198246
236	216.4241166
237	216.2455135
238	215.9835571
239	215.8913099
240	215.7116531
241	215.4632619
242	215.2913897
243	215.069252
244	214.9013811
245	214.6992104
246	214.3947421
247	214.1942549
248	213.9272374
249	213.8148737
250	213.6509221
251	213.5037678
252	213.3885069
253	213.2494798
254	213.0925643
255	212.9358084
256	212.7661406
257	212.5884088
258	212.3950964
259	212.0570608
260	211.7633437
261	211.5776504
262	211.3068833
263	211.1419843
264	210.9160732
265	210.566955
266	210.4372632
267	210.3153351
268	210.0819112
269	209.941879
270	209.777215
271	209.6268902
272	209.5076847
273	209.4034476
274	209.2586593
275	209.2027098
276	208.9808996
277	208.7365342
278	208.5387597
279	208.3028217
280	208.0709526
281	208.017107
282	207.8294521
283	207.6938524
284	207.5621895
285	207.3777958
286	207.306434
287	207.0583618
288	206.9100727
289	206.7599225
290	206.5858143
291	206.3305985
292	206.2543351
293	206.0341382
294	205.9150107
295	205.7856949
296	205.6440219
297	205.5157357
298	205.3833276
299	205.2518783
300	205.0313369
301	204.8457138
302	204.5900106
303	204.4153285
304	204.3280739
305	204.1985161
306	204.099042
307	204.0262383
308	203.8720209
309	203.7497951
310	203.5149516
311	203.3794879
312	203.2322368
313	203.0726305
314	202.8493138
315	202.6712458
316	202.4816301
317	202.3358773
318	202.1115797
319	201.9813347
320	201.7063161
321	201.557696
322	201.4070319
323	201.3497291
324	201.1413699
325	200.9607323
326	200.806247
327	200.6325773
328	200.4810583
329	200.2562303
330	200.1357745
331	199.9678012
332	199.6114042
333	199.4405003
334	199.1598031
335	199.0408946
336	198.8984437
337	198.7903155
338	198.6827358
339	198.4747495
340	198.3783804
341	198.1218431
342	198.072236
343	197.9203604
344	197.7966329
345	197.6862682
346	197.5196328
347	197.442792
348	197.2790638
349	197.1800184
350	197.081717
351	196.9597362
352	196.7624816
353	196.6688558
354	196.5240672
355	196.3785661
356	196.2486283
357	196.1118861
358	196.0140843
359	195.8051114
360	195.6910457
361	195.5583129
362	195.3444969
363	195.231234
364	195.0434708
365	194.8719952
366	194.5915324
367	194.484227
368	194.3888224
369	194.2610363
370	194.1094006
371	193.938242
372	193.8653079
373	193.6932513
374	193.5345973
375	193.4726073
376	193.3245277
377	193.1685759
378	192.9844309
379	192.7002614
380	192.6064508
381	192.4103156
382	192.2558206
383	192.1246084
384	192.0700581
385	191.9602713
386	191.7643242
387	191.5684768
388	191.5091348
389	191.4098032
390	191.2738976
391	191.1441469
392	190.9785451
393	190.8618886
394	190.7573157
395	190.5797162
396	190.3585914
397	190.219048
398	190.0948047
399	189.9900877
400	189.8087998
401	189.7086503
402	189.6209663
403	189.3683346
404	189.2405755
405	189.1421797
406	189.0679102
407	188.9693787
408	188.8619255
409	188.744513
410	188.6644096
411	188.483738
412	188.4069987
413	188.3209081
414	188.1301878
415	187.9837408
416	187.8630679
417	187.7657304
418	187.6783397
419	187.5832661
420	187.3953965
421	187.2102349
422	187.1337096
423	187.0416477
424	186.9956361
425	186.8627313
426	186.7597931
427	186.6249193
428	186.4916478
429	186.3706432
430	186.3240347
431	186.1693183
432	186.0761965
433	185.9274273
434	185.8740589
435	185.7851249
436	185.6763921
437	185.51142
438	185.4085421
439	185.3515357
440	185.1877209
441	185.1234473
442	184.9114936
443	184.808141
444	184.6427795
445	184.5611167
446	184.475267
447	184.3646187
448	184.2607562
449	184.1495792
450	184.1038156
451	183.9021714
452	183.8186651
453	183.6947637
454	183.5690509
455	183.4986436
456	183.414232
457	183.3540465
458	183.2674932
459	183.1812743
460	183.0772037
461	182.9270976
462	182.7628414
463	182.7016588
464	182.6509466
465	182.5158531
466	182.3703512
467	182.2631932
468	182.1036952
469	181.9377716
470	181.7715799
471	181.6717289
472	181.6147132
473	181.5397388
474	181.3937312
475	181.2613083
476	181.1697019
477	181.0531234
478	180.936794
479	180.8994955
480	180.8826001
481	180.811297
482	180.7392291
483	180.659591
484	180.5440617
485	180.4445731
486	180.2931806
487	180.1942259
488	180.0867313
489	179.9191015
490	179.8543333
491	179.7322643
492	179.6452444
493	179.536611
494	179.4846963
495	179.4411222
496	179.3077985
497	179.2210343
498	179.1265695
499	179.1172418
500	179.0810593
501	178.9932658
502	178.8705543
503	178.7350336
504	178.6690745
505	178.6130322
506	178.4745136
507	178.4333654
508	178.3695231
509	178.2488573
510	178.1607349
511	178.0896728
512	178.0057463
513	177.9040105
514	177.8316616
515	177.7385263
516	177.6898865
517	177.5883266
518	177.4492293
519	177.4126114
520	177.3116963
521	177.1140562
522	176.930802
523	176.8415758
524	176.6994819
525	176.5644753
526	176.4957634
527	176.4125124
528	176.2739139
529	176.1635309
530	176.1317297
531	176.026642
532	175.88584
533	175.8105809
534	175.682811
535	175.6363866
536	175.5090654
537	175.392373
538	175.2804865
539	175.1623324
540	175.0551891
541	174.9153854
542	174.8783884
543	174.7839216
544	174.6942763
545	174.6201189
546	174.5303306
547	174.4284861
548	174.3540892
549	174.2604834
550	174.0941658
551	173.9633274
552	173.8752574
553	173.7878886
554	173.7045826
555	173.6184831
556	173.5044448
557	173.3751284
558	173.2654949
559	173.1758458
560	173.1365919
561	173.0476637
562	172.9827987
563	172.8772336
564	172.8246302
565	172.7375566
566	172.6436615
567	172.5694635
568	172.4614462
569	172.3728825
570	172.2699649
571	172.1683912
572	172.0252073
573	172.0052626
574	171.8934235
575	171.7671672
576	171.6329101
577	171.5492064
578	171.4141424
579	171.3605128
580	171.2996113
581	171.0737485
582	170.9875465
583	170.9458839
584	170.8315598
585	170.7778918
586	170.7021426
587	170.6419642
588	170.5837685
589	170.558683
590	170.5143125
591	170.4032668
592	170.3372634
593	170.2757622
594	170.2129978
595	170.0961983
596	169.9643839
597	169.9154969
598	169.8212763
599	169.6584115
600	169.5894882
601	169.495821
602	169.386404
603	169.3043625
604	169.188099
605	169.1075836
606	169.0455458
607	168.9883901
608	168.9175378
609	168.8613563
610	168.7217653
611	168.6055309
612	168.4606598
613	168.3756088
614	168.2427426
615	168.1733244
616	168.0728905
617	167.9708624
618	167.9081896
619	167.7593607
620	167.6749884
621	167.5843645
622	167.5496697
623	167.4583702
624	167.3905414
625	167.2840308
626	167.1302098
627	167.0676011
628	166.9844118
629	166.8901593
630	166.7956121
631	166.6565938
632	166.5534398
633	166.5066771
634	166.407909
635	166.3311154
636	166.2210194
637	166.1404187
638	166.0771857
639	165.9849774
640	165.9319125
641	165.808821
642	165.7350352
643	165.6435537
644	165.5636573
645	165.4808401
646	165.4408605
647	165.3964425
648	165.3624041
649	165.3063019
650	165.2259051
651	165.1928328
652	165.1389951
653	165.0480109
654	164.9510628
655	164.9007762
656	164.8610694
657	164.7676768
658	164.7255191
659	164.6795758
660	164.5988802
661	164.4615357
662	164.3161525
663	164.235772
664	164.1059278
665	163.9991459
666	163.9410472
667	163.8910741
668	163.7986423
669	163.6178095
670	163.5905927
671	163.5006915
672	163.3963785
673	163.3270271
674	163.2524438
675	163.2156632
676	163.1948475
677	163.0550673
678	162.9614043
679	162.9175463
680	162.8597479
681	162.8353472
682	162.7808042
683	162.7167374
684	162.6454011
685	162.5571553
686	162.5248866
687	162.4564351
688	162.4071555
689	162.3669734
690	162.2873161
691	162.2577404
692	162.1649623
693	162.0515391
694	161.9911314
695	161.8842001
696	161.7791185
697	161.6485257
698	161.5810442
699	161.5664189
700	161.5154945
701	161.4635332
702	161.3752236
703	161.3459236
704	161.2980386
705	161.1999984
706	161.1373928
707	161.019549
708	160.9454874
709	160.8567462
710	160.7533715
711	160.6797185
712	160.5483394
713	160.4691279
714	160.3894187
715	160.3556249
716	160.3127714
717	160.188274
718	160.1069386
719	160.0514085
720	159.9786164
721	159.9019483
722	159.8305277
723	159.712999
724	159.6495038
725	159.5492911
726	159.5053278
727	159.3696771
728	159.2856532
729	159.2204383
730	159.1453874
731	159.0602743
732	159.0247423
733	158.8643312
734	158.8151164
735	158.70848
736	158.6373846
737	158.6096496
738	158.4962654
739	158.4003414
740	158.3509326
741	158.2735114
742	158.2155384
743	158.1585224
744	158.0340555
745	157.9784753
746	157.9423373
747	157.9200283
748	157.8610612
749	157.7690276
750	157.741842
751	157.655276
752	157.586317
753	157.5382759
754	157.5072757
755	157.454872
756	157.3599759
757	157.3045584
758	157.2414824
759	157.1636505
760	157.0856324
761	156.9673662
762	156.9463613
763	156.9021949
764	156.8419112
765	156.7852677
766	156.7257901
767	156.5912054
768	156.5481805
769	156.5246875
770	156.4173652
771	156.390531
772	156.2915523
773	156.2329104
774	156.1473806
775	156.0689493
776	156.0191837
777	155.9924472
778	155.8970545
779	155.8605505
780	155.7385812
781	155.6976337
782	155.6565006
783	155.5907216
784	155.4946487
785	155.4372304
786	155.3498346
787	155.188374
788	155.077813
789	154.9890123
790	154.9394028
791	154.8424582
792	154.8124838
793	154.6908639
794	154.664151
795	154.5721053
796	154.3602112
797	154.2560827
798	154.2151713
799	154.1627354
800	154.10845
801	154.0533742
802	154.0027554
803	153.9607383
804	153.9231765
805	153.7812951
806	153.724614
807	153.6787761
808	153.6336654
809	153.5602011
810	153.5360932
811	153.4803214
812	153.4513556
813	153.396995
814	153.3420705
815	153.293919
816	153.1831239
817	153.1631963
818	153.1285472
819	153.1090603
820	153.0073508
821	152.9621945
822	152.8905838
823	152.8621222
824	152.7798344
825	152.7118552
826	152.6601586
827	152.614066
828	152.583281
829	152.5224712
830	152.3864739
831	152.318861
832	152.2462962
833	152.1757631
834	152.1060303
835	152.0402382
836	152.0120261
837	151.9773984
838	151.9377131
839	151.8394822
840	151.7871254
841	151.7369698
842	151.6068025
843	151.5633777
844	151.5407543
845	151.4701173
846	151.4034795
847	151.3664586
848	151.2455073
849	151.2129103
850	151.1285158
851	151.0921601
852	151.01748
853	150.9445603
854	150.8365958
855	150.7746217
856	150.7046376
857	150.6754343
858	150.6107833
859	150.4921867
860	150.4393417
861	150.3136145
862	150.2638325
863	150.1851407
864	150.0836633
865	149.995093
866	149.9641402
867	149.8896739
868	149.7849487
869	149.7254373
870	149.6336315
871	149.599652
872	149.5308422
873	149.4669887
874	149.4164458
875	149.3393849
876	149.2797187
877	149.1630997
878	149.0425751
879	149.0164038
880	148.9290799
881	148.8871738
882	148.7723758
883	148.733144
884	148.7156002
885	148.660257
886	148.6360469
887	148.5990316
888	148.4933068
889	148.4724123
890	148.4166887
891	148.3247172
892	148.2507261
893	148.178903
894	148.1367861
895	148.0738788
896	148.0468498
897	147.9795103
898	147.930402
899	147.887831
900	147.8264609
901	147.7887339
902	147.7562024
903	147.7129715
904	147.6325822
905	147.5554754
906	147.4966487
907	147.4255922
908	147.3551229
909	147.309046
910	147.1808587
911	147.1287554
912	147.0671518
913	146.9284818
914	146.8925385
915	146.8628092
916	146.8111574
917	146.7630053
918	146.7148072
919	146.7010352
920	146.6510441
921	146.5848014
922	146.5185329
923	146.4414795
924	146.4125144
925	146.3540208
926	146.3361197
927	146.2698292
928	146.2413042
929	146.2028552
930	146.1343158
931	146.0993609
932	146.0702616
933	146.0045413
934	145.9552443
935	145.877268
936	145.782617
937	145.739416
938	145.7136395
939	145.6479554
940	145.5686339
941	145.5404337
942	145.4601533
943	145.4220572
944	145.3876246
945	145.3431001
946	145.3105313
947	145.2693049
948	145.2295869
949	145.1417565
950	145.1109162
951	145.0635823
952	144.934993
953	144.8624468
954	144.8032124
955	144.7215119
956	144.6376007
957	144.5544692
958	144.5175889
959	144.4513203
960	144.3921293
961	144.3120687
962	144.2681996
963	144.2168048
964	144.1895984
965	144.1476219
966	144.1052602
967	144.0218105
968	143.986597
969	143.9589022
970	143.9019538
971	143.7167819
972	143.6748222
973	143.57468
974	143.4844127
975	143.462082
976	143.4217985
977	143.3628462
978	143.3001839
979	143.2720818
980	143.1760333
981	143.1278855
982	143.1030514
983	143.0674246
984	143.0303158
985	143.0107188
986	142.9607617
987	142.8825408
988	142.8379596
989	142.7375757
990	142.6907129
991	142.6150493
992	142.5769647
993	142.5396612
994	142.4776883
995	142.4338256
996	142.3710396
997	142.3346044
998	142.3217976
999	142.2278605
1000	142.2053012
1001	142.178964
1002	142.1002268
1003	142.0914202
1004	142.0702779
1005	142.0024558
1006	141.9223954
1007	141.8326367
1008	141.7540161
1009	141.7138778
1010	141.6348053
1011	141.5964332
1012	141.5177924
1013	141.4680097
1014	141.4482354
1015	141.3892828
1016	141.3597825
1017	141.3010932
1018	141.2476683
1019	141.2139394
1020	141.1604944
1021	141.0896107
1022	141.0340301
1023	140.9934848
1024	140.9299332
1025	140.8860342
1026	140.850541
1027	140.815718
1028	140.7740511
1029	140.7516497
1030	140.7242728
1031	140.6724173
1032	140.6116706
1033	140.5783138
1034	140.5378918
1035	140.4182245
1036	140.3715687
1037	140.3362054
1038	140.2701026
1039	140.2223988
1040	140.1787725
1041	140.1369814
1042	140.1177433
1043	140.0841258
1044	140.0664519
1045	140.0285451
1046	139.9711873
1047	139.9315195
1048	139.8833887
1049	139.7812104
1050	139.725338
1051	139.692691
1052	139.652938
1053	139.5808467
1054	139.5406311
1055	139.4638101
1056	139.432746
1057	139.3920617
1058	139.3274918
1059	139.285096
1060	139.2681083
1061	139.2352188
1062	139.165576
1063	139.0561094
1064	138.9642369
1065	138.889952
1066	138.8314425
1067	138.7828034
1068	138.7284992
1069	138.710146
1070	138.6775129
1071	138.6039357
1072	138.5579923
1073	138.5303437
1074	138.49116
1075	138.4597247
1076	138.425952
1077	138.4047448
1078	138.3743884
1079	138.3006657
1080	138.1815655
1081	138.149413
1082	138.0800981
1083	138.0683401
1084	138.001413
1085	137.9746681
1086	137.9346197
1087	137.8779118
1088	137.869409
1089	137.7694989
1090	137.7261502
1091	137.6321823
1092	137.6045069
1093	137.5698841
1094	137.5387992
1095	137.4845696
1096	137.4180731
1097	137.3993468
1098	137.3283848
1099	137.2299446
1100	137.1796642
1101	137.117084
1102	137.0631956
1103	137.0083255
1104	136.9384609
1105	136.904428
1106	136.8680228
1107	136.8432516
1108	136.8074511
1109	136.7704134
1110	136.7450297
1111	136.6707714
1112	136.6377904
1113	136.6152542
1114	136.56714
1115	136.4851123
1116	136.4499472
1117	136.4058035
1118	136.3807851
1119	136.3227238
1120	136.2731602
1121	136.2135424
1122	136.1878455
1123	136.1573842
1124	136.0942375
1125	136.0820167
1126	136.0274791
1127	135.9945506
1128	135.9178656
1129	135.9002341
1130	135.8264801
1131	135.7559862
1132	135.7016609
1133	135.6400748
1134	135.6190941
1135	135.5850126
1136	135.5505156
1137	135.5393311
1138	135.4913576
1139	135.4423951
1140	135.4163395
1141	135.3903903
1142	135.3772698
1143	135.3300342
1144	135.2406103
1145	135.1469321
1146	135.1004982
1147	135.0315606
1148	135.0176139
1149	134.9266692
1150	134.8675304
1151	134.8335419
1152	134.7864847
1153	134.7379411
1154	134.7207108
1155	134.6554808
1156	134.6125019
1157	134.5807463
1158	134.5365278
1159	134.4743089
1160	134.4354161
1161	134.4154708
1162	134.355282
1163	134.2944701
1164	134.2262366
1165	134.1573765
1166	134.0982335
1167	134.0745989
1168	134.0422605
1169	133.9923927
1170	133.9341959
1171	133.8667724
1172	133.8510563
1173	133.7844398
1174	133.7286712
1175	133.6819386
1176	133.6366387
1177	133.5935736
1178	133.5279518
1179	133.4923549
1180	133.4390211
1181	133.4126191
1182	133.3721303
1183	133.3056093
1184	133.2445842
1185	133.2081073
1186	133.1488521
1187	133.1074152
1188	133.0748327
1189	133.0453112
1190	133.003746
1191	132.9657756
1192	132.9334385
1193	132.9140977
1194	132.8311857
1195	132.7948069
1196	132.76569
1197	132.7339391
1198	132.6726969
1199	132.6298078
1200	132.5750468
1201	132.5539679
1202	132.511872
1203	132.4406143
1204	132.4026356
1205	132.367474
1206	132.3112131
1207	132.2997639
1208	132.2605696
1209	132.2115777
1210	132.1844178
1211	132.1526289
1212	132.1125367
1213	132.0956677
1214	132.0827544
1215	132.0725148
1216	132.0456169
1217	131.9949705
1218	131.9636124
1219	131.8937377
1220	131.8768702
1221	131.8507984
1222	131.810495
1223	131.764153
1224	131.6879431
1225	131.6596843
1226	131.6440773
1227	131.598582
1228	131.5638093
1229	131.5330925
1230	131.456994
1231	131.4061739
1232	131.3303205
1233	131.2796998
1234	131.2343657
1235	131.1992597
1236	131.1649631
1237	131.1020741
1238	131.0866924
1239	131.0556851
1240	131.0190002
1241	130.9775017
1242	130.9573564
1243	130.9207307
1244	130.8911491
1245	130.8293714
1246	130.7958075
1247	130.7699485
1248	130.7524731
1249	130.7438819
1250	130.7134594
1251	130.6360388
1252	130.6182948
1253	130.6060802
1254	130.5760384
1255	130.5571445
1256	130.5229363
1257	130.448397
1258	130.424995
1259	130.3580837
1260	130.3279714
1261	130.303103
1262	130.2416009
1263	130.1338735
1264	130.1053468
1265	130.0763205
1266	130.0274111
1267	129.9858129
1268	129.9382167
1269	129.8492844
1270	129.8036678
1271	129.7368711
1272	129.7007773
1273	129.6749339
1274	129.6455092
1275	129.5983423
1276	129.5822701
1277	129.5347992
1278	129.5019972
1279	129.471543
1280	129.4553674
1281	129.4083514
1282	129.371403
1283	129.3172387
1284	129.2703042
1285	129.2492601
1286	129.2210019
1287	129.154553
1288	129.1332183
1289	129.1118231
1290	129.0405911
1291	129.0108194
1292	128.9726705
1293	128.943795
1294	128.9335933
1295	128.8731233
1296	128.8561256
1297	128.8297651
1298	128.7924589
1299	128.7377425
1300	128.6837833
1301	128.667061
1302	128.627916
1303	128.5803467
1304	128.5546551
1305	128.4805635
1306	128.4326561
1307	128.381795
1308	128.2845445
1309	128.2381738
1310	128.1632319
1311	128.1339201
1312	128.106859
1313	128.0873312
1314	128.0435338
1315	127.9698602
1316	127.9199248
1317	127.8596
1318	127.8368903
1319	127.8017059
1320	127.7859796
1321	127.732759
1322	127.7162164
1323	127.6636404
1324	127.6415257
1325	127.6141067
1326	127.5688917
1327	127.5439388
1328	127.4656376
1329	127.3974399
1330	127.3163267
1331	127.2806885
1332	127.2592355
1333	127.1919771
1334	127.1612397
1335	127.1119403
1336	127.0937158
1337	127.0178161
1338	126.9807155
1339	126.8770707
1340	126.8550541
1341	126.7848126
1342	126.7266702
1343	126.6450849
1344	126.6003558
1345	126.5503971
1346	126.5140396
1347	126.4927099
1348	126.4640441
1349	126.4552924
1350	126.4376092
1351	126.3905448
1352	126.3480565
1353	126.341093
1354	126.2982039
1355	126.2731419
1356	126.2010182
1357	126.1618013
1358	126.1098622
1359	126.0678075
1360	126.012246
1361	125.9682985
1362	125.9385058
1363	125.8897844
1364	125.8409423
1365	125.8014283
1366	125.7783128
1367	125.7513587
1368	125.718535
1369	125.6750752
1370	125.640738
1371	125.6040365
1372	125.5882582
1373	125.5596249
1374	125.5268771
1375	125.4865894
1376	125.4450715
1377	125.4059406
1378	125.3582958
1379	125.3349051
1380	125.2978998
1381	125.241499
1382	125.1966616
1383	125.1654945
1384	125.1546347
1385	125.1108461
1386	125.0495068
1387	125.0258973
1388	124.9486119
1389	124.9118394
1390	124.8622767
1391	124.8181181
1392	124.7661273
1393	124.7064861
1394	124.6777103
1395	124.635925
1396	124.5923722
1397	124.5709853
1398	124.5414813
1399	124.5098314
1400	124.4693624
1401	124.4284089
1402	124.3692515
1403	124.3145175
1404	124.2850785
1405	124.2747944
1406	124.2133961
1407	124.1895246
1408	124.151725
1409	124.1043877
1410	124.0736562
1411	124.0330395
1412	123.9989259
1413	123.9691658
1414	123.892718
1415	123.8505318
1416	123.7973379
1417	123.7521672
1418	123.7111722
1419	123.6825518
1420	123.6455133
1421	123.6129983
1422	123.5353922
1423	123.4795872
1424	123.404965
1425	123.3500801
1426	123.325227
1427	123.2766743
1428	123.2417976
1429	123.1879887
1430	123.1295488
1431	123.0993063
1432	123.0583635
1433	123.0378285
1434	123.0239476
1435	122.9876502
1436	122.947895
1437	122.9160557
1438	122.8928421
1439	122.8727266
1440	122.8618867
1441	122.8389694
1442	122.768292
1443	122.7567281
1444	122.7235874
1445	122.6805026
1446	122.6239567
1447	122.5419125
1448	122.5120861
1449	122.4540791
1450	122.4135195
1451	122.3765187
1452	122.361922
1453	122.3384822
1454	122.2907731
1455	122.2344672
1456	122.1669918
1457	122.1500542
1458	122.1086384
1459	122.0721944
1460	122.0374705
1461	121.9474077
1462	121.9128714
1463	121.885091
1464	121.8383223
1465	121.8033381
1466	121.7583539
1467	121.7374753
1468	121.6762321
1469	121.6589339
1470	121.6187726
1471	121.5835693
1472	121.5687106
1473	121.5476256
1474	121.5027591
1475	121.4718841
1476	121.4314221
1477	121.3969595
1478	121.3690508
1479	121.3632762
1480	121.3359509
1481	121.3129293
1482	121.274534
1483	121.2461645
1484	121.2260664
1485	121.2062774
1486	121.1619538
1487	121.1272081
1488	121.095777
1489	121.0616484
1490	121.0091314
1491	120.9586654
1492	120.9402276
1493	120.9229603
1494	120.8902006
1495	120.8502688
1496	120.7894326
1497	120.750599
1498	120.7244821
1499	120.6697734
1500	120.6514808
1501	120.6165458
1502	120.5929751
1503	120.5660264
1504	120.5117502
1505	120.423109
1506	120.3840748
1507	120.3355449
1508	120.3023292
1509	120.2875221
1510	120.2569707
1511	120.2344849
1512	120.1799756
1513	120.1656848
1514	120.1319168
1515	120.0831992
1516	120.006319
1517	119.9878757
1518	119.9557143
1519	119.9370548
1520	119.9070607
1521	119.8804982
1522	119.8356628
1523	119.803223
1524	119.7588354
1525	119.7064388
1526	119.6550476
1527	119.6175396
1528	119.576908
1529	119.5373015
1530	119.5030712
1531	119.4371359
1532	119.4009148
1533	119.3642872
1534	119.3335718
1535	119.2666523
1536	119.2441002
1537	119.1835472
1538	119.1322157
1539	119.0995315
1540	119.07565
1541	119.021502
1542	118.9914069
1543	118.963986
1544	118.9499842
1545	118.9228687
1546	118.8853883
1547	118.839796
1548	118.8060777
1549	118.7863941
1550	118.7633244
1551	118.7127905
1552	118.6840619
1553	118.6599104
1554	118.6267162
1555	118.5552112
1556	118.5209281
1557	118.4926957
1558	118.4794632
1559	118.4166255
1560	118.3902684
1561	118.3642144
1562	118.3102937
1563	118.2971512
1564	118.2764633
1565	118.2574329
1566	118.2120762
1567	118.1891504
1568	118.1728239
1569	118.1484455
1570	118.1204169
1571	118.0726462
1572	118.0339756
1573	118.0083947
1574	117.9690738
1575	117.9272968
1576	117.9028123
1577	117.8489431
1578	117.7838313
1579	117.718484
1580	117.6927996
1581	117.6690285
1582	117.6255881
1583	117.6091448
1584	117.6049481
1585	117.5562379
1586	117.53747
1587	117.5089752
1588	117.4794368
1589	117.4322865
1590	117.4138386
1591	117.3816676
1592	117.3470681
1593	117.3092113
1594	117.2891861
1595	117.2814885
1596	117.2563091
1597	117.2506185
1598	117.1953728
1599	117.1614424
1600	117.0868363
1601	117.0206268
1602	117.014334
1603	116.9694216
1604	116.9580435
1605	116.9192132
1606	116.8817613
1607	116.8644972
1608	116.8490741
1609	116.8283213
1610	116.7965452
1611	116.7378844
1612	116.7064232
1613	116.6658213
1614	116.6237955
1615	116.6105314
1616	116.5851659
1617	116.5640518
1618	116.5210777
1619	116.5026611
1620	116.4783517
1621	116.4650104
1622	116.4279185
1623	116.3974414
1624	116.3867631
1625	116.3632032
1626	116.337809
1627	116.3019641
1628	116.2800616
1629	116.2601257
1630	116.2226251
1631	116.1631442
1632	116.1349599
1633	116.1054184
1634	116.0383907
1635	116.0226588
1636	115.9949464
1637	115.988334
1638	115.9535748
1639	115.9348319
1640	115.9191955
1641	115.8748204
1642	115.8654836
1643	115.8494291
1644	115.8253719
1645	115.770736
1646	115.7474643
1647	115.719852
1648	115.6988977
1649	115.6665968
1650	115.6318556
1651	115.621486
1652	115.581037
1653	115.553467
1654	115.535289
1655	115.5074945
1656	115.4766992
1657	115.4623054
1658	115.44409
1659	115.4155677
1660	115.3889398
1661	115.355436
1662	115.3251812
1663	115.2755185
1664	115.2433442
1665	115.2093104
1666	115.1935965
1667	115.1710359
1668	115.1403447
1669	115.0977845
1670	115.0665572
1671	115.0540491
1672	114.9968634
1673	114.9626809
1674	114.9398531
1675	114.9330305
1676	114.9097902
1677	114.8929202
1678	114.8606003
1679	114.834667
1680	114.8284923
1681	114.7502146
1682	114.7327151
1683	114.7167754
