iter	RMSE
1684	114.6833096
1685	114.6641242
1686	114.6375043
1687	114.6098301
1688	114.5681253
1689	114.5344768
1690	114.5025467
1691	114.4848698
1692	114.4304245
1693	114.4051023
1694	114.3814061
1695	114.3554101
1696	114.32832
1697	114.3121683
1698	114.291633
1699	114.2395157
1700	114.2261294
1701	114.1527456
1702	114.1219565
1703	114.1043114
1704	114.032292
1705	114.0056861
1706	113.9785985
1707	113.933002
1708	113.8984685
1709	113.8683135
1710	113.8319507
1711	113.7928185
1712	113.75985
1713	113.713502
1714	113.6904859
1715	113.6629348
1716	113.6139312
1717	113.5526156
1718	113.5196722
1719	113.4831474
1720	113.4343438
1721	113.4078588
1722	113.3641156
1723	113.3597864
1724	113.3268492
1725	113.3146545
1726	113.30027
1727	113.2707536
1728	113.2248339
1729	113.1947187
1730	113.1512552
1731	113.134494
1732	113.0921414
1733	113.0772846
1734	113.0518462
1735	112.9937702
1736	112.9653901
1737	112.9048188
1738	112.8834183
1739	112.846158
1740	112.8327972
1741	112.8119483
1742	112.7599464
1743	112.6873142
1744	112.6698137
1745	112.6405914
1746	112.6069124
1747	112.5694531
1748	112.5391696
1749	112.5069686
1750	112.4427918
1751	112.3951089
1752	112.375458
1753	112.3613629
1754	112.3141427
1755	112.2770476
1756	112.2616375
1757	112.2408469
1758	112.2229887
1759	112.20824
1760	112.1922957
1761	112.145257
1762	112.1291553
1763	112.10386
1764	112.0701315
1765	112.0458473
1766	112.0145754
1767	111.9902789
1768	111.9495639
1769	111.9320122
1770	111.9015125
1771	111.8692566
1772	111.8502859
1773	111.8252653
1774	111.7971495
1775	111.763124
1776	111.7584136
1777	111.7356266
1778	111.7053588
1779	111.6829511
1780	111.6621509
1781	111.6367755
1782	111.6141373
1783	111.5914202
1784	111.5693948
1785	111.5638692
1786	111.5539783
1787	111.5389781
1788	111.5277619
1789	111.5162948
1790	111.5051576
1791	111.4741148
1792	111.4216541
1793	111.3855218
1794	111.3545204
1795	111.3131922
1796	111.303196
1797	111.2644526
1798	111.2452957
1799	111.2214203
1800	111.1904741
1801	111.1699336
1802	111.1057506
1803	111.0860146
1804	111.036555
1805	111.0206742
1806	111.0056111
1807	110.9779126
1808	110.9525107
1809	110.9299853
1810	110.8677759
1811	110.8518038
1812	110.83485
1813	110.7727529
1814	110.6974097
1815	110.6807138
1816	110.6563147
1817	110.6406047
1818	110.6213686
1819	110.5971661
1820	110.5867683
1821	110.5533146
1822	110.5387848
1823	110.5161237
1824	110.4619448
1825	110.4100096
1826	110.3910663
1827	110.3727436
1828	110.3327196
1829	110.3043965
1830	110.2971254
1831	110.2827408
1832	110.2711589
1833	110.2589554
1834	110.2355049
1835	110.1499893
1836	110.0800405
1837	110.0420207
1838	110.0178322
1839	109.9870436
1840	109.9625442
1841	109.9479007
1842	109.8747343
1843	109.8486213
1844	109.8127821
1845	109.7916205
1846	109.7707973
1847	109.7530789
1848	109.687176
1849	109.6588535
1850	109.6401779
1851	109.6091539
1852	109.5817846
1853	109.5583092
1854	109.521492
1855	109.4964371
1856	109.4705413
1857	109.4391685
1858	109.4145451
1859	109.3879301
1860	109.3653458
1861	109.3543178
1862	109.3260395
1863	109.3062683
1864	109.2859609
1865	109.2734554
1866	109.2345138
1867	109.2150393
1868	109.1786494
1869	109.1441661
1870	109.1136765
1871	109.0879314
1872	109.0445709
1873	109.0258415
1874	108.9977809
1875	108.9693591
1876	108.942862
1877	108.9310589
1878	108.922988
1879	108.8755378
1880	108.8496093
1881	108.7807321
1882	108.7461242
1883	108.7252437
1884	108.7089112
1885	108.6801858
1886	108.6701143
1887	108.6550031
1888	108.6404978
1889	108.6099546
1890	108.5862179
1891	108.5556912
1892	108.5218546
1893	108.4686238
1894	108.4286695
1895	108.4144638
1896	108.3552295
1897	108.3210841
1898	108.293531
1899	108.2718744
1900	108.2475057
1901	108.2287458
1902	108.2035197
1903	108.1480953
1904	108.1326697
1905	108.1095026
1906	108.0987217
1907	108.0656653
1908	108.0528419
1909	107.9884356
1910	107.9680844
1911	107.9357719
1912	107.9146897
1913	107.8877507
1914	107.8412353
1915	107.8157059
1916	107.8043451
1917	107.7555513
1918	107.717747
1919	107.6995445
1920	107.6687831
1921	107.6158039
1922	107.5849222
1923	107.5448558
1924	107.51147
1925	107.4829203
1926	107.4617239
1927	107.4455974
1928	107.3928449
1929	107.3687158
1930	107.3505672
1931	107.3285823
1932	107.3133027
1933	107.3063391
1934	107.2765139
1935	107.2516429
1936	107.2192211
1937	107.1927881
1938	107.1721309
1939	107.0863287
1940	107.0550335
1941	107.0232079
1942	107.0125153
1943	106.9832711
1944	106.9552241
1945	106.932695
1946	106.9242147
1947	106.8939239
1948	106.8424608
1949	106.8148886
1950	106.7987446
1951	106.7899718
1952	106.7521143
1953	106.7189633
1954	106.7046959
1955	106.6915611
1956	106.6467618
1957	106.6187653
1958	106.6064392
1959	106.5835721
1960	106.5340416
1961	106.5251393
1962	106.5185802
1963	106.4923957
1964	106.4817441
1965	106.4402959
1966	106.4029938
1967	106.3912611
1968	106.375076
1969	106.3441592
1970	106.3238539
1971	106.2922445
1972	106.241801
1973	106.2215487
1974	106.1811441
1975	106.1632519
1976	106.1498089
1977	106.1344288
1978	106.1135497
1979	106.0935525
1980	106.075622
1981	106.041406
1982	106.011809
1983	105.9881119
1984	105.9577327
1985	105.9407075
1986	105.8947065
1987	105.8811093
1988	105.8361778
1989	105.819973
1990	105.8055599
1991	105.7911022
1992	105.7552314
1993	105.7339841
1994	105.7193475
1995	105.6835142
1996	105.6346638
1997	105.6236284
1998	105.5986255
1999	105.5780481
2000	105.5625212
2001	105.5426102
2002	105.52361
2003	105.5163487
2004	105.4914114
2005	105.4702919
2006	105.4400632
2007	105.4222754
2008	105.3979238
2009	105.3732768
2010	105.361603
2011	105.338692
2012	105.3098594
2013	105.2858058
2014	105.2657622
2015	105.2512899
2016	105.2156728
2017	105.1946229
2018	105.1739764
2019	105.1532491
2020	105.1284709
2021	105.1170663
2022	105.1022904
2023	105.0700308
2024	105.053848
2025	105.0126069
2026	104.9892426
2027	104.9536672
2028	104.9266655
2029	104.8720237
2030	104.8590737
2031	104.8393919
2032	104.8154692
2033	104.7950597
2034	104.7869894
2035	104.7517894
2036	104.7419344
2037	104.7346787
2038	104.7189854
2039	104.6821714
2040	104.6633774
2041	104.6466961
2042	104.6232521
2043	104.5953893
2044	104.548661
2045	104.5131487
2046	104.4921302
2047	104.477912
2048	104.4623782
2049	104.425565
2050	104.3754644
2051	104.3502713
2052	104.3238138
2053	104.2961657
2054	104.2660958
2055	104.2479083
2056	104.214345
2057	104.173907
2058	104.1504211
2059	104.1355698
2060	104.1007003
2061	104.0974756
2062	104.072449
2063	104.0382928
2064	104.0220441
2065	103.9739369
2066	103.9299326
2067	103.908476
2068	103.8828706
2069	103.8564248
2070	103.8342793
2071	103.8136967
2072	103.7738053
2073	103.7512216
2074	103.7317005
2075	103.7142493
2076	103.6606054
2077	103.6500666
2078	103.6211202
2079	103.5980088
2080	103.587869
2081	103.5727635
2082	103.540714
2083	103.5101242
2084	103.4935617
2085	103.4753192
2086	103.4530173
2087	103.4273842
2088	103.4091603
2089	103.3708177
2090	103.341459
2091	103.3235121
2092	103.3149036
2093	103.2893891
2094	103.2775533
2095	103.251253
2096	103.2181289
2097	103.1942695
2098	103.1805918
2099	103.1550433
2100	103.1238841
2101	103.1113477
2102	103.0942075
2103	103.0828264
2104	103.0771357
2105	103.0507865
2106	103.0243642
2107	103.0104391
2108	102.9775778
2109	102.9569378
2110	102.9439979
2111	102.8788462
2112	102.8180322
2113	102.8005612
2114	102.7543607
2115	102.7259198
2116	102.7149331
2117	102.7030064
2118	102.6877056
2119	102.6628131
2120	102.637176
2121	102.6295881
2122	102.5985128
2123	102.5778582
2124	102.5582059
2125	102.5389039
2126	102.4924535
2127	102.4651186
2128	102.4143371
2129	102.405401
2130	102.3978725
2131	102.3665399
2132	102.3314005
2133	102.3226512
2134	102.2961868
2135	102.2629887
2136	102.2395409
2137	102.2234375
2138	102.1904812
2139	102.1385472
2140	102.1197427
2141	102.0927655
2142	102.0833015
2143	102.0657802
2144	102.0222526
2145	102.0025137
2146	101.976563
2147	101.9555396
2148	101.9425844
2149	101.9261095
2150	101.9009771
2151	101.8720645
2152	101.8585052
2153	101.8343897
2154	101.7919151
2155	101.7833193
2156	101.7593568
2157	101.7441983
2158	101.7314751
2159	101.7184579
2160	101.68948
2161	101.6697792
2162	101.6542981
2163	101.6063525
2164	101.5794399
2165	101.5431474
2166	101.505614
2167	101.4914563
2168	101.4865278
2169	101.4660873
2170	101.4426727
2171	101.4036184
2172	101.3879057
2173	101.3815817
2174	101.3525445
2175	101.3273163
2176	101.290584
2177	101.2450952
2178	101.2309757
2179	101.2118163
2180	101.1898527
2181	101.1698749
2182	101.1517086
2183	101.1418213
2184	101.1261537
2185	101.1104957
2186	101.102148
2187	101.0715148
2188	101.0622179
2189	101.0545622
2190	101.0325931
2191	101.0065961
2192	100.9894395
2193	100.9822593
2194	100.9638753
2195	100.9454965
2196	100.9184839
2197	100.8964692
2198	100.8850432
2199	100.8659744
2200	100.8483415
2201	100.8275077
2202	100.811696
2203	100.7724329
2204	100.7524079
2205	100.7256853
2206	100.7104971
2207	100.6774078
2208	100.6651473
2209	100.6355654
2210	100.6118826
2211	100.5888614
2212	100.5692636
2213	100.5547918
2214	100.5414796
2215	100.5107355
2216	100.4905104
2217	100.4505147
2218	100.4283654
2219	100.3943878
2220	100.3870362
2221	100.3724927
2222	100.367113
2223	100.3570379
2224	100.3386586
2225	100.3256279
2226	100.316693
2227	100.3005408
2228	100.2929182
2229	100.266713
2230	100.2465162
2231	100.2324908
2232	100.2118102
2233	100.2019565
2234	100.1895541
2235	100.1682955
2236	100.1380886
2237	100.1196986
2238	100.0956193
2239	100.0746061
2240	100.0375638
2241	99.99859134
2242	99.97509818
2243	99.9476906
2244	99.94267211
2245	99.91405509
2246	99.89758987
2247	99.86803751
2248	99.85920778
2249	99.83437706
2250	99.82412456
2251	99.78691366
2252	99.75199108
2253	99.73227684
2254	99.71578128
2255	99.69591551
2256	99.66822259
2257	99.66400635
2258	99.63817458
2259	99.63516793
2260	99.60289602
2261	99.55595086
2262	99.51554788
2263	99.47926696
2264	99.45855781
2265	99.42730423
2266	99.41016127
2267	99.3867556
2268	99.37491705
2269	99.35857018
2270	99.34152033
2271	99.33485453
2272	99.32791135
2273	99.30988215
2274	99.2896365
2275	99.25699029
2276	99.23746601
2277	99.21424441
2278	99.18983757
2279	99.1691344
2280	99.14791929
2281	99.10904863
2282	99.08515458
2283	99.06342927
2284	99.04962693
2285	99.04089161
2286	99.01341323
2287	98.99621453
2288	98.98552118
2289	98.96900047
2290	98.94534353
2291	98.93899685
2292	98.92908833
2293	98.91877418
2294	98.89560855
2295	98.88409428
2296	98.85086075
2297	98.82754978
2298	98.80237643
2299	98.77654802
2300	98.76722608
2301	98.72307401
2302	98.69186075
2303	98.68072356
2304	98.65420247
2305	98.61681093
2306	98.60439754
2307	98.58871682
2308	98.55805657
2309	98.53983327
2310	98.5287527
2311	98.51599724
2312	98.49833344
2313	98.47464445
2314	98.46775278
2315	98.45606539
2316	98.42476473
2317	98.40129703
2318	98.38410664
2319	98.36339809
2320	98.3398606
2321	98.32180855
2322	98.30045402
2323	98.27319914
2324	98.26503196
2325	98.24387034
2326	98.21045515
2327	98.19694308
2328	98.16963075
2329	98.12864885
2330	98.069492
2331	98.06169205
2332	98.05120691
2333	98.03495634
2334	97.99800393
2335	97.97778681
2336	97.94506452
2337	97.9266215
2338	97.90671615
2339	97.88550579
2340	97.87917391
2341	97.87213862
2342	97.85589639
2343	97.83812862
2344	97.8136542
2345	97.80586191
2346	97.76691322
2347	97.75928398
2348	97.74619918
2349	97.72343555
2350	97.69021026
2351	97.66241097
2352	97.61546526
2353	97.60204453
2354	97.58424648
2355	97.55032269
2356	97.5334121
2357	97.51863489
2358	97.49412136
2359	97.47008832
2360	97.42165947
2361	97.40235834
2362	97.39456324
2363	97.35685304
2364	97.31832069
2365	97.30172773
2366	97.29314196
2367	97.27173164
2368	97.25927433
2369	97.23825624
2370	97.19922804
2371	97.16923939
2372	97.14837805
2373	97.13892781
2374	97.10508571
2375	97.08868304
2376	97.07783955
2377	97.06707612
2378	97.04813842
2379	97.02410388
2380	97.01003709
2381	96.97100817
2382	96.91925337
2383	96.89677574
2384	96.87197251
2385	96.84567053
2386	96.83449474
2387	96.81061801
2388	96.80473778
2389	96.79104948
2390	96.74919572
2391	96.72957105
2392	96.71715333
2393	96.69447174
2394	96.67563555
2395	96.63495883
2396	96.6111151
2397	96.60130425
2398	96.5755965
2399	96.54989586
2400	96.53097698
2401	96.51522773
2402	96.4982186
2403	96.47665823
2404	96.46469842
2405	96.4355131
2406	96.4015087
2407	96.38524499
2408	96.37228148
2409	96.36149523
2410	96.35257283
2411	96.32317458
2412	96.3019726
2413	96.2954196
2414	96.27779685
2415	96.27116713
2416	96.23132753
2417	96.20365111
2418	96.18127998
2419	96.17140657
2420	96.15533108
2421	96.10314622
2422	96.03987652
2423	96.03004102
2424	96.00477044
2425	95.99469656
2426	95.97112559
2427	95.96759294
2428	95.93765932
2429	95.92877058
2430	95.92005844
2431	95.89502319
2432	95.88407659
2433	95.87699331
2434	95.86765355
2435	95.8630347
2436	95.85207657
2437	95.83785806
2438	95.82550525
2439	95.82045674
2440	95.79310959
2441	95.76939086
2442	95.76431348
2443	95.75156193
2444	95.73891277
2445	95.72526368
2446	95.71629349
2447	95.68616917
2448	95.66737423
2449	95.65123381
2450	95.63752787
2451	95.62490386
2452	95.62037235
2453	95.60001528
2454	95.57928427
2455	95.5734857
2456	95.53778769
2457	95.52439016
2458	95.51908774
2459	95.5006637
2460	95.48476265
2461	95.4206798
2462	95.40924182
2463	95.38120223
2464	95.35556037
2465	95.35332878
2466	95.3421758
2467	95.31908101
2468	95.30697591
2469	95.27504042
2470	95.25833429
2471	95.24653776
2472	95.23017895
2473	95.21166047
2474	95.20510728
2475	95.17422607
2476	95.15567043
2477	95.12212079
2478	95.09371876
2479	95.06712153
2480	95.04344057
2481	95.03863716
2482	94.95459811
2483	94.93104883
2484	94.92586128
2485	94.9149888
2486	94.88762869
2487	94.86791508
2488	94.84917644
2489	94.83159263
2490	94.8089454
2491	94.7795161
2492	94.77222844
2493	94.76069281
2494	94.75524646
2495	94.73111924
2496	94.7227832
2497	94.71331743
2498	94.69641335
2499	94.67914463
